   RF01065           23S-methyl          Terminator2           0.25           53.30           3.28
   RF01271                snR30                 UNCG           0.75           39.50           9.93
   RF01243                snR33          HuR_binding           0.40           28.30           5.55
   RF01254                snR34         CsrA_binding           1.00           33.00           11.00
   RF01255                snR35                 GNRA           0.33           26.90           2.55
   RF01267                snR37         AUF1_binding           0.33           55.20           8.99
   RF01267                snR37          Terminator2           0.56           62.30           6.28
   RF01267                snR37               T-loop           0.44           42.30           3.00
   RF01267                snR37                 UNCG           0.22           30.40           4.84
   RF01265                snR42          HuR_binding           0.40           27.40           5.13
   RF01253                snR46          Terminator1           0.50           33.20           4.80
   RF01203                snR47          CRC_binding           0.38           98.10           5.93
   RF01239                snR49          HuR_binding           0.33           25.50           3.10
   RF01239                snR49          Terminator1           0.50           41.30           4.66
   RF01239                snR49          Terminator2           0.67           67.70           7.83
   RF01188                snR56                 UNCG           0.12           20.20           1.11
   RF01252                 snR5                 GNRA           0.33           17.20           2.97
   RF01185                snR75          Terminator2           0.03           23.60           0.38
   RF01181                snR77          CRC_binding           0.79           172.70           11.13
   RF01246                snR81             k-turn-1           0.67           26.50           8.66
   RF01264                snR83          Terminator1           1.00           86.90           17.26
   RF01264                snR83          Terminator2           0.80           65.60           13.76
   RF01270                snR84          Terminator1           0.60           35.90           7.56
   RF01270                snR84          Terminator2           0.40           21.00           4.05
   RF01272                snR86          HuR_binding           0.40           28.00           4.82
   RF01272                snR86          Terminator2           0.60           51.50           11.29
   RF01838           sobemo_FSE                 UNCG           0.75           44.90           10.23
   RF01794                  sok                 GNRA           0.47           425.80           4.62
   RF01794                  sok          HuR_binding           0.25           282.50           3.14
   RF01794                  sok             k-turn-1           0.04           28.60           0.49
   RF01794                  sok          Terminator1           0.02           21.90           0.37
   RF01794                  sok          Terminator2           0.05           49.30           0.61
   RF01794                  sok                 UNCG           0.12           86.10           0.85
   RF01952         SOX2OT_exon2             Domain-V           0.38           52.50           3.18
   RF01952         SOX2OT_exon2                 UNCG           0.31           42.20           2.57
   RF01953         SOX2OT_exon3                 GNRA           0.33           24.40           2.13
   RF00518                 speF             k-turn-1           0.40           20.60           3.61
   RF00021              Spot_42                 CUYG           0.11           42.60           1.60
   RF00021              Spot_42                 GNRA           0.56           95.70           5.15
   RF00021              Spot_42          Terminator1           0.72           167.00           8.15
   RF00021              Spot_42          Terminator2           1.00           315.80           17.18
   RF00021              Spot_42         VTS1_binding           0.11           26.10           1.38
   RF02039          SPRY4-IT1_2          CRC_binding           0.08           24.40           0.94
   RF01125                  sR4                 GNRA           0.30           29.50           2.05
   RF02029                 sraA          Terminator1           0.76           223.50           12.62
   RF02029                 sraA          Terminator2           0.76           195.50           11.00
   RF02029                 sraA               T-loop           0.82           173.60           9.10
   RF02029                 sraA               U-turn           0.94           245.80           14.65
   RF00077                 SraB          Terminator2           0.67           21.90           6.42
   RF00101            SraC_RyeA                 GNRA           0.71           66.50           9.62
   RF00082                 SraG          CRC_binding           0.29           25.40           3.48
   RF00082                 SraG                 GNRA           0.43           23.20           3.26
   RF00082                 SraG          Terminator1           0.43           41.70           5.80
   RF00082                 SraG          Terminator2           0.29           25.90           3.70
   RF00082                 SraG               T-loop           0.29           21.50           2.96
   RF00082                 SraG               U-turn           0.71           73.30           10.82
   RF01408                 sraL                 GNRA           0.40           15.80           2.87
   RF01408                 sraL          Terminator2           0.80           43.40           7.18
   RF02221            sRNA-Xcc1                 GNRA           0.43           253.00           3.44
   RF02221            sRNA-Xcc1             k-turn-1           0.04           33.40           0.76
   RF02221            sRNA-Xcc1                 UNCG           0.19           154.90           2.17
   RF00368                 sroB                 GNRA           1.00           261.40           16.26
   RF00368                 sroB          Terminator2           0.31           57.40           3.23
   RF00369                 sroC          Terminator1           0.60           33.50           6.43
   RF00369                 sroC          Terminator2           1.00           69.70           13.81
   RF00369                 sroC               U-turn           1.00           56.60           11.30
   RF00370                 sroD          Terminator2           1.00           48.60           12.14
   RF00370                 sroD               T-loop           0.75           31.70           7.70
   RF00371                 sroE                 GNRA           0.50           16.80           3.73
   RF00372                 sroH          Terminator1           1.00           30.50           15.25
   RF01959     SSU_rRNA_archaea         CsrA_binding           0.53           102.30           6.82
   RF01959     SSU_rRNA_archaea                 GNRA           1.00           1462.70           103.71
   RF01959     SSU_rRNA_archaea             k-turn-1           0.73           326.10           23.86
   RF01959     SSU_rRNA_archaea              pK-turn           0.13           30.00           2.16
   RF01959     SSU_rRNA_archaea        right_angle-2           1.00           2445.00           164.99
   RF01959     SSU_rRNA_archaea          Terminator1           0.20           35.30           2.99
   RF01959     SSU_rRNA_archaea          Terminator2           0.47           100.50           6.99
   RF01959     SSU_rRNA_archaea               T-loop           1.00           477.90           31.87
   RF01959     SSU_rRNA_archaea                 UMAC           0.13           47.20           2.62
   RF01959     SSU_rRNA_archaea                 UNCG           0.67           299.90           21.49
   RF01959     SSU_rRNA_archaea               U-turn           1.00           992.00           68.63
   RF01959     SSU_rRNA_archaea         VTS1_binding           0.20           39.90           2.73
   RF00177    SSU_rRNA_bacteria         CsrA_binding           0.11           76.70           1.23
   RF00177    SSU_rRNA_bacteria                 CUYG           0.07           92.60           1.48
   RF00177    SSU_rRNA_bacteria             Domain-V           0.09           64.00           0.75
   RF00177    SSU_rRNA_bacteria                 GNRA           1.00           4501.90           83.04
   RF00177    SSU_rRNA_bacteria             k-turn-1           0.91           1085.20           20.15
   RF00177    SSU_rRNA_bacteria        right_angle-2           1.00           13888.50           247.70
   RF00177    SSU_rRNA_bacteria          Terminator2           0.04           22.90           0.48
   RF00177    SSU_rRNA_bacteria               T-loop           0.65           531.00           10.27
   RF00177    SSU_rRNA_bacteria                 UMAC           0.44           326.00           5.41
   RF00177    SSU_rRNA_bacteria                 UNCG           0.78           1158.40           21.14
   RF00177    SSU_rRNA_bacteria               U-turn           0.98           1540.60           28.86
   RF00177    SSU_rRNA_bacteria         VTS1_binding           0.13           104.10           1.92
   RF01960     SSU_rRNA_eukarya          CRC_binding           0.06           57.00           1.13
   RF01960     SSU_rRNA_eukarya                 GNRA           0.95           1397.90           22.56
   RF01960     SSU_rRNA_eukarya          HuR_binding           0.10           88.60           1.47
   RF01960     SSU_rRNA_eukarya             k-turn-1           0.16           113.50           1.93
   RF01960     SSU_rRNA_eukarya           RBS_E_coli           0.03           33.80           0.89
   RF01960     SSU_rRNA_eukarya        right_angle-2           0.86           1519.50           23.97
   RF01960     SSU_rRNA_eukarya            tandem-GA           0.03           36.60           0.58
   RF01960     SSU_rRNA_eukarya          Terminator1           0.21           167.50           2.88
   RF01960     SSU_rRNA_eukarya          Terminator2           0.68           587.10           9.33
   RF01960     SSU_rRNA_eukarya               T-loop           0.37           281.10           3.92
   RF01960     SSU_rRNA_eukarya                 UMAC           0.13           100.00           1.43
   RF01960     SSU_rRNA_eukarya                 UNCG           0.89           967.30           16.10
   RF01960     SSU_rRNA_eukarya               U-turn           0.48           438.30           6.78
   RF02184            ST7-OT3_2                 UNCG           0.75           24.60           6.38
   RF02187            ST7-OT4_1                 GNRA           0.10           18.10           1.25
   RF02188            ST7-OT4_2         CsrA_binding           0.07           22.80           1.01
   RF02188            ST7-OT4_2          Terminator1           0.07           27.10           1.20
   RF02189            ST7-OT4_3                 GNRA           0.19           27.10           1.81
   RF02189            ST7-OT4_3                 UNCG           0.12           21.30           1.79
   RF02189            ST7-OT4_3               U-turn           0.12           22.80           1.60
   RF02190            ST7-OT4_4          Terminator1           0.08           29.20           1.18
   RF02190            ST7-OT4_4          Terminator2           0.12           41.20           1.54
   RF01728                STAXI                 GNRA           0.23           45.50           2.32
   RF01728                STAXI                 UNCG           0.86           398.00           16.31
   RF02076              STnc100          HuR_binding           0.08           25.00           1.36
   RF02076              STnc100             k-turn-1           0.08           24.90           0.82
   RF02076              STnc100          Terminator1           0.48           183.50           8.44
   RF02076              STnc100          Terminator2           0.40           132.00           5.89
   RF02076              STnc100                 UNCG           0.76           338.50           13.00
   RF02084              STnc130                 GNRA           0.14           25.70           2.07
   RF02084              STnc130          Terminator1           0.79           155.20           10.82
   RF02084              STnc130          Terminator2           0.43           71.60           5.13
   RF02084              STnc130               U-turn           0.21           34.80           3.40
   RF02084              STnc130         VTS1_binding           0.21           51.90           3.68
   RF01402              STnc150          CRC_binding           0.83           64.10           8.60
   RF01402              STnc150                 GNRA           0.33           14.80           2.07
   RF01402              STnc150          Terminator1           0.67           80.80           15.06
   RF01402              STnc150          Terminator2           1.00           97.90           16.99
   RF01402              STnc150               U-turn           0.50           41.10           7.95
   RF02079              STnc180          Terminator1           0.44           81.80           8.48
   RF02079              STnc180          Terminator2           0.44           65.30           6.77
   RF02079              STnc180                 UNCG           0.44           65.00           7.91
   RF02075              STnc230          CRC_binding           0.20           27.40           2.41
   RF02075              STnc230          Terminator1           0.70           108.00           11.04
   RF02075              STnc230          Terminator2           0.40           47.30           4.76
   RF02075              STnc230                 UNCG           0.30           25.40           2.99
   RF02074              STnc240          Terminator1           0.85           153.10           11.59
   RF02074              STnc240          Terminator2           1.00           222.80           17.28
   RF02074              STnc240               U-turn           0.46           66.90           3.89
   RF02070              STnc300          Terminator1           0.50           20.80           4.32
   RF02067              STnc310                 GNRA           0.67           32.50           4.73
   RF02067              STnc310          Terminator1           0.67           84.40           11.56
   RF02067              STnc310          Terminator2           0.67           74.00           10.55
   RF02067              STnc310                 TRIT           0.33           52.30           7.48
   RF02066              STnc320                 GNRA           0.67           17.80           6.02
   RF02066              STnc320          Terminator1           1.00           63.30           21.11
   RF02066              STnc320          Terminator2           1.00           48.90           16.40
   RF02065              STnc340          Terminator1           0.75           73.50           14.66
   RF02065              STnc340          Terminator2           0.75           57.80           11.52
   RF02065              STnc340                 UNCG           0.75           28.80           5.71
   RF02065              STnc340               U-turn           0.75           34.80           6.90
   RF02063              STnc350          Terminator1           1.00           24.20           12.10
   RF02064              STnc370          Terminator1           1.00           116.10           17.38
   RF02064              STnc370          Terminator2           1.00           95.20           15.09
   RF02055              STnc380          Terminator1           0.80           86.10           14.57
   RF02055              STnc380          Terminator2           0.80           80.70           13.64
   RF02055              STnc380               T-loop           0.60           29.40           5.22
   RF02055              STnc380               U-turn           0.80           50.80           8.65
   RF02057               STnc40                 GNRA           0.31           45.20           3.50
   RF02057               STnc40          Terminator1           1.00           254.40           19.56
   RF02057               STnc40          Terminator2           1.00           183.30           14.02
   RF02057               STnc40               U-turn           0.15           23.80           1.80
   RF02060              STnc410          Terminator2           0.25           36.50           3.40
   RF02054              STnc420               U-turn           1.00           25.20           12.60
   RF02053              STnc430          Terminator1           0.86           170.40           20.62
   RF02053              STnc430          Terminator2           0.86           127.80           16.19
   RF02053              STnc430               U-turn           0.71           55.80           6.56
   RF02051              STnc450          Terminator1           0.18           23.50           2.77
   RF02051              STnc450                 UNCG           0.27           29.10           3.44
   RF02068              STnc480                 UMAC           0.67           48.80           7.86
   RF01405             STnc490k                 GNRA           0.70           52.80           5.34
   RF01405             STnc490k          Terminator1           0.50           53.00           4.24
   RF01405             STnc490k                 UMAC           0.60           78.40           7.92
   RF01405             STnc490k         VTS1_binding           0.50           68.90           7.23
   RF02059               STnc50                 GNRA           1.00           19.40           9.70
   RF02059               STnc50          Terminator1           1.00           36.50           18.25
   RF02059               STnc50          Terminator2           1.00           30.60           15.30
   RF02059               STnc50               T-loop           1.00           20.60           10.30
   RF02059               STnc50                 UNCG           1.00           16.20           8.10
   RF02059               STnc50               U-turn           1.00           26.80           13.40
   RF02088              STnc510                 GNRA           0.50           16.10           4.43
   RF02082              STnc540          Terminator1           1.00           61.20           30.60
   RF02082              STnc540          Terminator2           1.00           46.00           23.00
   RF02081              STnc550                 GNRA           0.27           22.90           1.86
   RF02081              STnc550           RBS_E_coli           0.18           30.90           2.78
   RF02081              STnc550               U-turn           0.18           22.80           1.80
   RF01407              STnc560          Terminator1           1.00           38.60           19.30
   RF01407              STnc560          Terminator2           1.00           26.80           13.40
   RF02052              STnc630           RBS_E_coli           0.78           107.80           11.68
   RF02069               STnc70          Terminator1           1.00           36.20           18.10
   RF02069               STnc70          Terminator2           1.00           24.30           12.15
   RF02069               STnc70                 UNCG           1.00           40.80           20.40
   RF01830              StyR-44                 GNRA           0.25           177.50           3.55
   RF01830              StyR-44                 UNCG           0.31           217.50           2.94
   RF01070                 sucA                 GNRA           0.28           66.10           2.20
   RF01758              sucA-II                 GNRA           0.50           37.90           4.98
   RF01758              sucA-II          Terminator2           0.50           53.80           5.97
   RF01758              sucA-II               T-loop           0.75           93.20           10.20
   RF01758              sucA-II                 UNCG           0.25           18.60           2.67
   RF00519                 suhB                 GNRA           0.39           388.20           4.19
   RF00519                 suhB          Terminator1           0.82           1168.10           12.82
   RF00519                 suhB          Terminator2           0.92           1200.90           13.54
   RF00519                 suhB               T-loop           0.07           61.50           0.64
   RF00519                 suhB                 UMAC           0.02           30.90           0.34
   RF00519                 suhB                 UNCG           0.49           536.90           5.96
   RF00519                 suhB               U-turn           0.06           51.20           0.57
   RF02230                 sX11          Terminator1           0.60           47.80           11.47
   RF02230                 sX11          Terminator2           1.00           69.30           14.17
   RF02230                 sX11               U-turn           0.40           20.20           5.08
   RF02230                 sX11         VTS1_binding           0.60           41.20           6.89
   RF02231                 sX12                 GNRA           1.00           41.40           13.80
   RF02231                 sX12                 UNCG           1.00           31.80           10.60
   RF02234                 sX15                 GNRA           0.80           39.70           7.81
   RF02223                  sX4               T-loop           0.67           69.00           18.46
   RF02225                  sX6                 GNRA           1.00           35.10           8.74
   RF02225                  sX6             k-turn-1           0.50           23.60           4.67
   RF02225                  sX6          Terminator1           1.00           58.50           14.67
   RF02225                  sX6          Terminator2           1.00           58.60           14.27
   RF02225                  sX6                 UNCG           0.50           22.70           6.97
   RF02226                  sX7         CsrA_binding           1.00           32.20           16.10
   RF01809                 symR                 GNRA           0.37           52.90           3.03
   RF00127                  t44                 GNRA           0.17           140.70           1.55
   RF00127                  t44                 UNCG           0.04           31.70           0.37
   RF01524            TB10Cs1H3                 GNRA           0.50           15.40           3.23
   RF01541            TB11Cs4H3                 GNRA           0.67           14.80           4.54
   RF01553             TB9Cs1H3                 GNRA           0.67           15.70           4.40
   RF00230                T-box        docking_elbow           0.41           572.80           9.45
   RF00230                T-box             Domain-V           0.07           42.50           0.76
   RF00230                T-box                 GNRA           0.17           98.30           1.86
   RF00230                T-box          HuR_binding           0.05           53.10           0.84
   RF00230                T-box             k-turn-1           0.05           44.60           0.82
   RF00230                T-box           RBS_E_coli           0.03           34.80           0.38
   RF00230                T-box         RBS_H_pylori           0.03           37.60           0.41
   RF00230                T-box            tandem-GA           0.76           1642.10           26.88
   RF00230                T-box               T-loop           0.03           19.50           0.41
   RF02192               TCL6_2          CRC_binding           0.30           58.20           5.75
   RF00502               TCV_Pr                 GNRA           0.67           18.40           5.44
   RF00025       Telomerase-cil          HuR_binding           0.12           27.40           1.47
   RF00024      Telomerase-vert         CsrA_binding           0.06           23.10           0.56
   RF00024      Telomerase-vert             Domain-V           0.06           25.00           0.66
   RF00024      Telomerase-vert                 GNRA           0.39           179.10           4.96
   RF00024      Telomerase-vert             k-turn-1           0.72           340.30           8.80
   RF00024      Telomerase-vert               T-loop           0.06           19.30           0.54
   RF00024      Telomerase-vert                 UMAC           0.08           39.50           1.13
   RF00024      Telomerase-vert                 UNCG           0.56           247.90           6.00
   RF00024      Telomerase-vert               U-turn           0.11           47.50           1.04
   RF01729          Termite-flg                 GNRA           0.17           14.40           1.12
   RF01729          Termite-flg               T-loop           0.25           35.30           2.16
   RF01730          Termite-leu                 GNRA           0.50           49.60           3.92
   RF01730          Termite-leu          Terminator1           0.50           95.60           7.52
   RF01730          Termite-leu          Terminator2           0.50           87.30           6.66
   RF01730          Termite-leu               T-loop           0.50           113.60           8.97
   RF01730          Termite-leu               U-turn           0.60           175.30           14.04
   RF02100                 tfoR                 GNRA           0.44           48.90           6.02
   RF02100                 tfoR                 UNCG           0.22           20.80           2.62
   RF01831                  THF                 GNRA           0.05           49.90           0.74
   RF01831                  THF             k-turn-1           0.04           39.00           0.46
   RF01831                  THF                 UNCG           0.07           68.10           0.78
   RF00506           Thr_leader                 GNRA           0.62           66.90           5.69
   RF00506           Thr_leader          Terminator1           1.00           333.50           24.83
   RF00506           Thr_leader          Terminator2           1.00           285.20           21.43
   RF00506           Thr_leader                 UNCG           0.15           21.30           2.85
   RF01084              TLS-PK3                 GNRA           0.50           50.00           8.06
   RF01084              TLS-PK3                 UNCG           0.75           57.80           6.28
   RF01085              TLS-PK4               T-loop           1.00           20.90           10.45
   RF00023                tmRNA          CRC_binding           0.02           69.50           0.25
   RF00023                tmRNA             Domain-V           0.01           34.70           0.15
   RF00023                tmRNA                 GNRA           0.30           932.40           3.13
   RF00023                tmRNA          HuR_binding           0.02           66.20           0.31
   RF00023                tmRNA             k-turn-1           0.12           427.60           1.71
   RF00023                tmRNA          Terminator2           0.01           42.90           0.23
   RF00023                tmRNA               T-loop           0.74           2547.40           9.20
   RF00023                tmRNA                 UMAC           0.01           38.40           0.11
   RF00023                tmRNA                 UNCG           0.15           476.20           1.70
   RF00023                tmRNA               U-turn           0.19           702.40           2.74
   RF00023                tmRNA         VTS1_binding           0.01           37.60           0.16
   RF00470           Toga_5_CRE                 GNRA           0.13           18.00           1.37
   RF00470           Toga_5_CRE               T-loop           0.20           30.70           1.51
   RF00215         Tombus_3_III                 UNCG           0.19           26.40           1.42
   RF00176          Tombus_3_IV                 UNCG           0.57           51.40           7.86
   RF00171             Tombus_5                 UNCG           0.22           21.50           2.30
   RF02030                  tp2                 GNRA           0.12           23.00           0.81
   RF02030                  tp2                 UNCG           0.38           84.80           4.23
   RF02196            TP53TG1_2             k-turn-1           0.20           20.00           1.64
   RF02031               tpke11                 GNRA           0.56           177.60           7.33
   RF02031               tpke11          Terminator1           0.16           45.30           2.29
   RF02031               tpke11          Terminator2           0.32           130.20           6.17
   RF02031               tpke11               U-turn           0.12           33.90           1.68
   RF00059                  TPP                 GNRA           0.07           66.00           0.62
   RF00059                  TPP          HuR_binding           0.02           26.90           0.17
   RF00059                  TPP             k-turn-1           0.02           23.40           0.23
   RF00059                  TPP               T-loop           0.05           61.30           0.56
   RF00243               traJ_5                 GNRA           0.50           22.30           3.45
   RF00243               traJ_5               T-loop           0.50           33.60           4.75
   RF00005                 tRNA                 GNRA           0.03           248.90           0.32
   RF00005                 tRNA          HuR_binding           0.03           347.10           0.39
   RF01852             tRNA-Sec             Domain-V           0.02           23.40           0.31
   RF01852             tRNA-Sec                 GNRA           0.24           212.70           2.66
   RF01852             tRNA-Sec             k-turn-1           0.02           19.20           0.15
   RF01852             tRNA-Sec               T-loop           0.85           1072.50           12.08
   RF01852             tRNA-Sec               U-turn           0.13           129.70           1.78
   RF00005                 tRNA               T-loop           0.58           7264.10           7.76
   RF00005                 tRNA                 UNCG           0.02           190.60           0.22
   RF00005                 tRNA               U-turn           0.04           384.60           0.43
   RF00513           Trp_leader          Terminator1           0.62           184.10           8.66
   RF00513           Trp_leader          Terminator2           0.43           117.70           5.61
   RF00513           Trp_leader               T-loop           0.43           102.30           4.15
   RF00513           Trp_leader                 UNCG           0.33           69.00           3.07
   RF00513           Trp_leader               U-turn           0.14           36.00           1.82
   RF02198          TTC28-AS1_1                 GNRA           0.36           43.10           3.70
   RF02198          TTC28-AS1_1             k-turn-1           0.14           20.30           1.29
   RF02198          TTC28-AS1_1                 UNCG           0.14           18.20           1.52
   RF02200          TTC28-AS1_3                 GNRA           0.50           32.40           4.55
   RF02201          TTC28-AS1_4                 GNRA           0.17           25.10           1.53
   RF01882               TUG1_1          Terminator1           0.78           181.90           9.92
   RF01882               TUG1_1          Terminator2           0.72           158.10           8.74
   RF01731            TwoAYGGAY          CRC_binding           0.01           28.40           0.24
   RF01731            TwoAYGGAY         CsrA_binding           0.93           3449.90           22.06
   RF01731            TwoAYGGAY             Domain-V           0.01           23.60           0.17
   RF01731            TwoAYGGAY                 GNRA           0.28           361.70           2.36
   RF01731            TwoAYGGAY             k-turn-1           0.08           133.70           0.87
   RF01731            TwoAYGGAY          Terminator1           0.04           68.90           0.41
   RF01731            TwoAYGGAY          Terminator2           0.03           74.30           0.43
   RF01731            TwoAYGGAY               T-loop           0.41           849.20           5.41
   RF01731            TwoAYGGAY                 UNCG           0.09           152.60           0.65
   RF01731            TwoAYGGAY               U-turn           0.02           30.50           0.26
   RF01731            TwoAYGGAY         VTS1_binding           0.04           76.90           0.39
   RF00233       Tymo_tRNA-like                 GNRA           0.11           15.70           1.08
   RF00548                  U11                 GNRA           0.15           75.60           1.28
   RF00548                  U11             k-turn-1           0.05           33.50           0.52
   RF00548                  U11                 UNCG           0.13           89.60           1.67
   RF00548                  U11               U-turn           0.08           55.80           1.21
   RF00007                  U12             Domain-V           0.05           24.40           0.69
   RF00007                  U12                 GNRA           0.23           111.00           2.77
   RF00007                  U12             k-turn-1           0.05           18.90           0.58
   RF00007                  U12               T-loop           0.40           209.70           3.95
   RF00007                  U12                 UNCG           0.05           17.10           0.45
   RF00007                  U12               U-turn           0.35           178.30           3.61
   RF00460              U1A_PIE          Terminator1           0.10           32.90           1.40
   RF00003                   U1             k-turn-1           0.04           18.30           0.60
   RF00003                   U1                 UNCG           0.75           405.30           6.49
   RF00003                   U1               U-turn           0.06           32.40           0.70
   RF00488             U1_yeast          HuR_binding           0.50           24.60           4.80
   RF00488             U1_yeast          Terminator2           0.50           21.70           4.23
   RF00488             U1_yeast                 UNCG           0.50           22.40           5.51
   RF00004                   U2                 GNRA           0.10           154.20           0.98
   RF00004                   U2             k-turn-1           0.02           28.20           0.24
   RF00004                   U2              pK-turn           0.01           30.50           0.10
   RF00004                   U2          Terminator1           0.02           43.10           0.40
   RF00004                   U2          Terminator2           0.04           82.50           0.63
   RF00004                   U2               T-loop           0.17           303.10           2.07
   RF00004                   U2                 UNCG           0.17           322.00           2.45
   RF00004                   U2               U-turn           0.13           308.70           2.42
   RF00012                   U3                 GNRA           0.19           159.00           2.65
   RF00012                   U3          HuR_binding           0.03           28.40           0.55
   RF00012                   U3          Terminator2           0.04           38.20           0.72
   RF00012                   U3               T-loop           0.07           51.30           0.80
   RF00012                   U3                 UNCG           0.33           251.20           3.14
   RF00618               U4atac                 GNRA           0.16           68.30           2.07
   RF00618               U4atac          Terminator2           0.04           26.50           0.58
   RF00618               U4atac               T-loop           0.06           30.10           0.87
   RF00618               U4atac                 UNCG           0.16           104.90           2.04
   RF00015                   U4                 GNRA           0.08           117.10           0.89
   RF00015                   U4          HuR_binding           0.03           43.00           0.36
   RF00015                   U4             k-turn-1           0.02           18.90           0.28
   RF00015                   U4          Terminator1           0.03           35.70           0.27
   RF00015                   U4          Terminator2           0.03           31.10           0.26
   RF00015                   U4                 UNCG           0.22           342.10           2.65
   RF00015                   U4               U-turn           0.04           55.50           0.37
   RF00015                   U4         VTS1_binding           0.04           66.30           0.57
   RF00020                   U5                 GNRA           0.08           134.40           0.70
   RF00020                   U5          Terminator2           0.02           39.60           0.36
   RF00020                   U5               T-loop           0.03           42.00           0.23
   RF00020                   U5                 UMAC           0.01           25.70           0.14
   RF00020                   U5                 UNCG           0.43           645.50           3.90
   RF00020                   U5               U-turn           0.01           20.70           0.17
   RF00619               U6atac                 UNCG           0.27           144.20           4.22
   RF00026                   U6         CsrA_binding           0.02           23.60           0.19
   RF00026                   U6             Domain-V           0.84           1528.50           14.83
   RF00026                   U6                 GNRA           0.03           43.50           0.48
   RF00026                   U6                 UNCG           0.45           444.80           3.84
   RF00066                   U7                 GNRA           0.11           45.20           1.18
   RF00066                   U7               T-loop           0.13           61.30           1.25
   RF00066                   U7                 UNCG           0.20           90.10           2.13
   RF00096                   U8             Domain-V           0.04           20.60           0.23
   RF00096                   U8                 GNRA           0.10           56.50           1.68
   RF00096                   U8          HuR_binding           0.17           103.10           1.89
   RF00096                   U8             k-turn-1           0.06           33.50           1.10
   RF00096                   U8               T-loop           0.10           48.90           0.62
   RF00096                   U8                 UNCG           0.19           115.10           3.12
   RF00096                   U8               U-turn           0.17           88.50           1.33
   RF02271               uc_338                 GNRA           0.07           25.60           0.65
   RF02271               uc_338             k-turn-1           0.07           30.20           0.53
   RF00102                   VA                 GNRA           0.21           44.40           2.15
   RF00102                   VA               T-loop           0.17           45.20           2.79
   RF00006                Vault                 GNRA           0.04           29.50           0.39
   RF00006                Vault               T-loop           0.10           77.30           0.96
   RF00006                Vault                 UNCG           0.07           63.50           0.93
   RF00006                Vault               U-turn           0.07           62.60           0.57
   RF00102                   VA                 UMAC           0.29           97.20           3.27
   RF01841             veev_FSE                 GNRA           0.62           72.20           8.48
   RF01841             veev_FSE                 UNCG           0.38           25.20           3.11
   RF01841             veev_FSE               U-turn           0.38           31.50           3.66
   RF01456                 VrrA          Terminator1           0.67           22.90           7.33
   RF01456                 VrrA          Terminator2           1.00           42.70           14.12
   RF01761                 wcaG         CsrA_binding           0.02           23.00           0.47
   RF01761                 wcaG                 GNRA           0.14           109.80           0.94
   RF01761                 wcaG               U-turn           0.09           90.90           1.00
   RF01836             weev_FSE               T-loop           0.40           20.40           4.29
   RF01836             weev_FSE                 UNCG           0.40           18.20           3.03
   RF01762          whalefall-1                 GNRA           0.36           46.40           4.63
   RF01762          whalefall-1                 UNCG           0.64           85.40           7.07
   RF02205             WT1-AS_3         CsrA_binding           0.12           29.30           1.68
   RF02205             WT1-AS_3                 GNRA           0.62           105.00           6.98
   RF02205             WT1-AS_3             k-turn-1           0.19           40.60           2.46
   RF02205             WT1-AS_3               T-loop           0.38           58.80           3.68
   RF02208             WT1-AS_6                 GNRA           0.18           23.20           1.38
   RF02210             WT1-AS_8          Terminator2           0.17           46.30           1.40
   RF02240                 Xoo1                 UNCG           0.67           30.80           11.80
   RF02241                 Xoo2          Terminator2           1.00           30.70           15.35
   RF02241                 Xoo2                 UNCG           1.00           19.60           9.80
   RF02243                 Xoo8                 GNRA           1.00           61.10           20.20
   RF02243                 Xoo8          Terminator2           1.00           38.20           12.48
   RF00379            ydaO-yuaA                 GNRA           0.25           300.00           2.99
   RF00379            ydaO-yuaA          HuR_binding           0.03           38.10           0.37
   RF00379            ydaO-yuaA             k-turn-1           0.08           92.40           1.10
   RF00379            ydaO-yuaA               T-loop           0.09           92.50           0.93
   RF00379            ydaO-yuaA                 UNCG           0.08           91.00           0.96
   RF01116                 Yfr1                 GNRA           0.19           61.60           2.04
   RF01116                 Yfr1             k-turn-1           0.09           27.90           0.87
   RF01116                 Yfr1               T-loop           0.16           73.50           1.95
   RF01116                 Yfr1                 UNCG           0.22           86.10           2.87
   RF01764                 yjdF          HuR_binding           0.05           27.20           0.66
   RF01763             ykkC-III                 GNRA           0.09           23.90           0.67
   RF00442            ykkC-yxkD         CsrA_binding           0.02           27.70           0.37
   RF00442            ykkC-yxkD                 GNRA           0.21           244.60           2.18
   RF00442            ykkC-yxkD             k-turn-1           0.07           79.10           0.87
   RF00442            ykkC-yxkD               T-loop           0.06           67.20           0.75
   RF00442            ykkC-yxkD                 UNCG           0.03           36.00           0.24
   RF00442            ykkC-yxkD               U-turn           0.08           132.40           1.31
   RF00380                 ykoK                 GNRA           0.75           1107.00           7.89
   RF00380                 ykoK          HuR_binding           0.01           25.80           0.11
   RF00380                 ykoK             k-turn-1           0.02           40.70           0.28
   RF00380                 ykoK          Terminator1           0.02           35.40           0.25
   RF00380                 ykoK          Terminator2           0.01           23.40           0.14
   RF00380                 ykoK               T-loop           0.02           28.10           0.11
   RF00380                 ykoK                 UNCG           0.01           18.60           0.12
   RF00380                 ykoK               U-turn           0.01           22.20           0.19
   RF00516                 ylbH                 GNRA           0.67           23.50           6.74
   RF00516                 ylbH          Terminator1           1.00           50.30           17.79
